filename,property,len_characters,per_line,lines,tab_ratio,word_num,ratio_space,signle_chr,alpha_dig_num,methods_num,hex_num,comment_num,avg_comment,avg_argument,ratio_read,ratio_operator,var,return,function,term,length,else,new,null,prototype,type,typeof,Module,style,fn,com,document,class,url,text,title,src,ie,data,href,cn,window,if,name,location,www,link,contentStr,titleStr,WEA,images,true,false,js,Math,event,element,break,parentNode,jQuery,position,html,default
1421_black.txt,1,5942,742.75,8,0.0,943,0.0063951531470885226,148,40,74,0,0,0.0,1.4324324324324325,0.2926829268292683,0.14316012725344646,27,9,24,0,5,3,2,2,0,2,1,0,0,0,1,2,0,11,1,0,1,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,1
222_black.txt,1,20377,2547.125,8,0.0,4773,0.01624380428914953,1160,251,247,0,240,30.0,3.672064777327935,0.2721558768070396,0.1642572805363503,72,43,66,1,21,12,5,19,1,45,11,0,1,19,11,14,0,7,24,0,4,13,22,3,1,15,68,30,4,0,1,0,0,0,0,1,3,4,2,9,3,0,0,3,3,1,0
708_black.txt,1,33633,33633.0,1,0.0,10954,0.012012012012012012,1110,2699,152,541,0,0.0,1.894736842105263,0.08453532955997808,0.17372649260544093,327,49,71,0,17,6,2,6,0,2,2,0,0,1,1,1,0,17,0,0,0,2,2,0,0,1,30,0,0,0,0,0,0,0,0,0,2,1,4,0,0,4,0,0,0,0,0
1435_black.txt,1,17654,17654.0,1,0.0,6116,0.015350628752690608,1659,956,105,103,0,0.0,1.638095238095238,0.09679529103989536,0.2856442119032047,205,43,67,0,5,6,2,5,0,2,2,0,0,1,1,0,0,6,0,0,0,1,1,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0
236_black.txt,1,33918,33918.0,1,0.0,11315,0.011793148180906893,1007,2870,148,566,0,0.0,1.9391891891891893,0.08077772867874503,0.1649138311975254,322,49,72,0,16,6,3,6,0,2,2,0,0,0,1,0,0,15,0,0,0,1,1,0,0,1,29,0,0,0,0,0,0,0,0,2,0,5,4,0,0,4,0,0,0,0,0
1603_black.txt,1,1240,1240.0,1,0.0,405,0.0032258064516129032,114,66,112,0,0,0.0,4.964285714285714,0.024691358024691357,0.32098765432098764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329_black.txt,1,211247,211247.0,1,0.0,174078,0.7024005074628279,1513,5352,23,0,1,1.0,0.13043478260869565,0.0324682039085927,0.049586966762026216,3849,0,0,0,0,0,0,0,0,3,0,0,0,37,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
831_black.txt,1,52125,52125.0,1,0.0,15562,0.005410071942446043,1804,3488,275,377,0,0.0,1.8472727272727272,0.07884590669579745,0.18892173242513816,179,66,146,0,22,28,2,9,0,5,5,0,0,1,2,4,0,15,0,0,0,8,0,0,0,1,65,0,0,0,0,0,0,0,0,3,7,1,7,0,0,4,0,0,0,0,1
1868_black.txt,1,48295,24147.5,2,0.0,15675,0.005797701625427063,1599,5705,281,399,0,0.0,2.2419928825622777,0.0805103668261563,0.1877511961722488,177,65,145,0,21,27,3,9,0,5,5,0,0,1,2,6,1,11,0,0,0,6,1,0,0,1,70,0,0,0,0,0,0,0,0,3,7,6,7,0,0,4,0,0,0,0,2
693_black.txt,1,5758,639.7777777777778,9,0.0,931,0.006252170892671066,147,40,74,0,0,0.0,1.4594594594594594,0.2932330827067669,0.14500537056928034,27,9,24,0,5,3,2,2,0,2,1,0,0,1,1,2,0,11,1,0,1,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,1
370_black.txt,1,5378,35.38157894736842,152,0.2565789473684211,1505,0.08739308293045742,28,53,59,0,865,5.690789473684211,5.661016949152542,0.2750830564784053,0.14485049833887043,16,4,17,0,1,0,12,0,0,1,1,0,1,0,7,3,1,2,0,0,0,15,0,1,0,4,13,4,1,3,1,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1
1090_black.txt,1,64658,64658.0,1,0.0,25708,0.15057688143771847,346,6733,1499,0,1,1.0,8.2234823215477,0.08872724443752918,0.04535553135210829,11,938,938,0,0,1,2,0,0,1,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573_black.txt,1,62034,62034.0,1,0.0,26326,0.16990682528935744,310,7463,1480,0,0,0.0,6.315540540540541,0.08580870622198587,0.04391096254653194,10,927,927,0,0,1,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1059_black.txt,1,7065,1009.2857142857143,7,0.0,242,0.0016985138004246285,5,6,2,1,0,0.0,11.5,0.09917355371900827,0.8884297520661157,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
977_black.txt,1,178946,288.1578099838969,621,0.008051529790660225,47597,0.016921305868809584,9985,1237,2941,6,554,0.8921095008051529,3.6351581094865693,0.3093682374939597,0.15965291930163666,669,550,920,3,223,108,67,177,19,291,110,0,90,121,53,95,42,38,117,8,24,88,208,33,0,55,587,117,12,3,8,0,0,0,3,51,58,32,43,151,4,23,62,59,19,36,35
1745_black.txt,1,60561,15140.25,4,0.0,23357,0.12443651855154307,353,5705,1520,0,1,0.25,3.757236842105263,0.12073468339255898,0.029969602260564283,52,924,925,0,4,7,3,0,0,2,0,0,0,55,10,2,0,0,0,0,0,0,2,0,0,0,26,0,0,0,2,0,0,0,0,4,3,0,0,0,0,2,0,0,0,0,0
146_black.txt,1,16090,16090.0,1,0.0,7933,0.08116842759477937,299,1952,576,0,1,1.0,9.350694444444445,0.050800453800579855,0.028866759107525525,12,0,1,0,0,1,1,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
57_black.txt,1,377,125.66666666666667,3,0.0,104,0.034482758620689655,0,53,2,0,0,0.0,0.0,0.16346153846153846,0.10576923076923077,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_black.txt,1,25691,25691.0,1,0.0,8128,0.004904441244015414,795,1869,119,365,0,0.0,1.6050420168067228,0.06237696850393701,0.13976377952755906,68,45,63,0,21,3,2,1,0,2,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,2,5,0,0,3,0,0,0,0,1
1812_black.txt,1,1942,1942.0,1,0.0,233,0.005149330587023687,0,23,3,99,0,0.0,3.0,0.22746781115879827,0.21030042918454936,5,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620_black.txt,1,8524,710.3333333333334,12,0.0,1452,0.007156264664476771,216,47,117,0,0,0.0,1.1538461538461537,0.3243801652892562,0.11088154269972451,39,12,36,0,5,6,4,5,0,2,2,0,0,0,1,0,4,18,0,0,0,4,1,2,0,1,24,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,4
1509_black.txt,1,61719,61719.0,1,0.0,26329,0.1497107859816264,343,7692,1537,0,0,0.0,7.777488614183475,0.06152911238558244,0.05324926886702875,33,0,948,0,2,3,3,0,0,1,0,0,0,31,4,1,0,0,0,0,0,1,1,0,0,0,18,0,0,4,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0
1023_black.txt,1,249311,249311.0,1,0.0,205397,0.7031418589633028,1806,6344,16,0,1,1.0,0.1875,0.03146102426033486,0.05153434568177724,4546,0,0,0,0,0,0,0,0,0,0,0,0,35,10,0,0,0,0,0,0,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
